question_uid,branch,subject,topic,qtype,difficulty,statement,option_A,option_B,option_C,option_D,correct_answer,explanation,tags,estimated_time,marks
dfeca6b3-f954-4244-8f9b-5198af43912c,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 2,NUM,Hard,"Given values a=55 and b=8 in Mechatronics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1711a25d-214f-4025-b28d-ff62148b17f0,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=83 and b=56 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
12d25f27-67b8-47bb-82d5-2cca7394ffa5,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=98 and b=84 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d0e72510-085a-451d-a4d3-3e22b840b75c,CSE,Operating Systems,Operating Systems - Topic 2,NUM,Hard,"Given values a=45 and b=12 in Operating Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e97b9661-4d2b-4db1-aeb5-6351bc62acf6,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=55 and b=97 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
10595766-1d9a-49ca-8a4e-08a9ee57dc69,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=81 and b=90 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
54d77858-8fc7-45fb-b2b1-3970163dcf25,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=68 and b=56 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f444dd8d-7d92-47b2-b405-9de98b858f70,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 1,NUM,Medium,"Given values a=59 and b=26 in Biotechnology Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8caa0498-f8f5-4ab9-a906-f676ca12f2b4,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=80 and b=22 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
48965c19-a9a4-4813-8132-0ed603dc5f04,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,MCQ,Hard,"In Chemical Fundamentals - Topic 1, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
74a246ff-ad23-4d98-81ec-58b7007d12b8,Environmental,Environmental Applications,Environmental Applications - Topic 1,NUM,Hard,"Given values a=13 and b=73 in Environmental Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bd7dc7ff-406f-4701-9191-56bf33ae320f,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=78 and b=86 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2ae3b34a-405d-4a23-a69f-8cdac4dfefa4,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=31 and b=37 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
cb36b419-c977-41a2-8115-23f08bfeb68b,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=54 and b=49 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4c9077b2-0cc4-4253-818b-294504af495c,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=38 and b=80 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
89e10c8c-191c-4e7e-9411-e1999160604e,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=38 and b=58 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
329199b3-dc02-4940-ac24-f3b336f818d8,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=95 and b=79 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a2c9e921-bb09-4aba-b5d4-c515f3d8dbb5,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=19 and b=50 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
92602dd4-aeed-45a2-846e-77855105deeb,ECE,Communication Systems,Communication Systems - Topic 1,NUM,Expert,"Given values a=74 and b=18 in Communication Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c72168de-7aca-49c3-98db-4f2fa28ccedd,Data Science,Data Science Applications,Data Science Applications - Topic 2,NUM,Easy,"Given values a=93 and b=13 in Data Science Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
beae66f6-002d-43ae-a933-98b3d211ba29,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=76 and b=16 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5e7d2937-4f8b-4ce7-9abb-906bd38009b0,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=14 and b=84 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0110937f-39d1-4b42-af66-959ad5dd19c3,Mechanical,Thermodynamics,Thermodynamics - Topic 1,NUM,Medium,"Given values a=66 and b=4 in Thermodynamics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1882e26e-f737-4bc2-8bf6-1474bcc67ced,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=100 and b=21 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b27d61fd-bac7-4c8f-b678-6eff5f974677,ISE,ISE Fundamentals,ISE Fundamentals - Topic 1,NUM,Easy,"Given values a=11 and b=19 in ISE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e170b7eb-5d07-47d3-8173-6749bf10e208,Data Science,Data Science Applications,Data Science Applications - Topic 1,NUM,Expert,"Given values a=2 and b=87 in Data Science Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c5a807d6-6aec-406e-a0c0-537184f85bea,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=62 and b=54 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
eb85bf61-688d-4dbc-aa47-342a30e2e5bb,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=55 and b=37 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d31f9d74-0a67-4dd4-bae9-9709f125849c,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 2,NUM,Expert,"Given values a=91 and b=56 in Cyber Security Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a3001826-f7fd-494f-b842-75eb27c193ba,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 1,NUM,Easy,"Given values a=41 and b=38 in Fluid Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
123f8d35-e8d8-43de-9536-ebc66098119b,CSE,Operating Systems,Operating Systems - Topic 2,NUM,Hard,"Given values a=8 and b=18 in Operating Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ef9755c5-1719-4bae-9d7e-f9123f1d0f32,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=38 and b=61 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
418bc7c2-27a6-407f-9615-9ea45f77d716,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=52 and b=50 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2ca2ec38-3985-49f3-a6ed-6f3cdcfd09f9,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=90 and b=55 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
536ea3d9-57bd-4a0a-9330-ee07d3dc4e34,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 1,NUM,Hard,"Given values a=93 and b=46 in Mechatronics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
676477be-fc64-49fc-99c9-245fa3f8cc73,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=93 and b=13 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2c038b7f-c031-4b0c-90a2-025666b74da8,ECE,Signals,Signals - Topic 1,NUM,Hard,"Given values a=13 and b=26 in Signals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5e75d597-008f-4f8f-a0e3-cadb2ada2da3,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=99 and b=54 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f43fa030-b5fa-49e7-8902-5eef6397c3b7,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=82 and b=91 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c953dabf-cdef-4b85-99ba-18ba8e86ca62,Civil,Civil Fundamentals,Civil Fundamentals - Topic 2,NUM,Easy,"Given values a=23 and b=68 in Civil Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
696110a3-41ad-4d1c-a5e5-1d5fa0806ca4,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=74 and b=31 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
7aa12530-8f6a-4a31-a601-598909c32d35,ISE,ISE Fundamentals,ISE Fundamentals - Topic 2,NUM,Easy,"Given values a=91 and b=73 in ISE Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2c0a0cd9-226e-423d-91dc-88bab6f7da17,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=48 and b=72 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d9e7b087-47d2-4e81-b7a0-b91668ff2831,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=52 and b=76 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
023741c7-939a-4473-a3c7-adf2853e03ba,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=41 and b=3 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f8522db4-2259-4d01-8579-93b5c15fcd74,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=80 and b=32 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d3643ba7-5570-4581-a4cc-52a304af8549,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=48 and b=32 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8389a6ca-7acc-424f-ac36-59c42bfb8199,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=18 and b=46 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e22d0283-77c1-4d49-a0a6-d5cbe64e5c75,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,NUM,Medium,"Given values a=50 and b=19 in Automobile Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2d57fda4-a580-4e6c-b0b0-977f3db1d56c,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,NUM,Medium,"Given values a=60 and b=15 in Automobile Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9b0f8021-ab87-4c10-8d19-8b20aa426c24,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=24 and b=76 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
7b3a6c94-9520-44cc-90f9-0a6326eb8fd7,Automobile,Automobile Applications,Automobile Applications - Topic 2,NUM,Easy,"Given values a=36 and b=30 in Automobile Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
744cc87c-9f66-4803-9cb6-2dee2fcc8553,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=46 and b=75 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
42af9c14-9fc4-4843-a9fc-20bf139bf94f,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=82 and b=9 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9052113f-3953-4255-a0a1-e86456ffffa7,EEE,EEE Fundamentals,EEE Fundamentals - Topic 2,NUM,Expert,"Given values a=78 and b=27 in EEE Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9e265618-f77b-4e93-9c6f-a6cb8b61bd62,Environmental,Environmental Applications,Environmental Applications - Topic 1,NUM,Hard,"Given values a=22 and b=27 in Environmental Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
42852f59-08b2-4a23-aa7c-26046e426ab7,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=26 and b=20 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4af5e80d-95f8-4e9a-9671-5f8c48e3a1de,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=87 and b=38 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
576dd04a-f3da-4b76-81dc-364d83957d63,ECE,Signals,Signals - Topic 1,NUM,Hard,"Given values a=99 and b=6 in Signals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8051c60d-6630-4143-befc-7f1ed4194767,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=95 and b=74 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
258d7fca-71ce-4505-9e6f-c8e20aa0c6cd,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,NUM,Easy,"Given values a=72 and b=93 in Aerospace Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2d1368c5-550c-4a82-9d65-c90d14c5be9c,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 1,NUM,Hard,"Given values a=75 and b=76 in Mechatronics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
24d125cb-4d3d-4225-b2a2-e66cbf9039c2,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=38 and b=26 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4441c4cc-6a05-4a6f-b9fb-9ca877e12d30,Civil,Civil Fundamentals,Civil Fundamentals - Topic 2,NUM,Easy,"Given values a=100 and b=6 in Civil Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
60a4cafb-df6d-46cd-aecc-722ec4462601,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 1,NUM,Expert,"Given values a=84 and b=43 in Biotechnology Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d618ec5f-edc6-4b63-aff0-4218cc5c74a6,ECE,Communication Systems,Communication Systems - Topic 1,NUM,Expert,"Given values a=79 and b=81 in Communication Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a4518067-ceb1-4b41-a401-b44ff8263094,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=68 and b=27 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
af5a2fe8-6de8-4af8-accc-1acfde2d1bb8,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=39 and b=14 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e89714bf-9475-4f00-826d-d19eac70b3f4,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=23 and b=33 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
08d66912-c5b7-467b-8724-70fcf0135944,EEE,EEE Fundamentals,EEE Fundamentals - Topic 1,NUM,Medium,"Given values a=50 and b=38 in EEE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3cbb2895-257c-40b0-bee4-98c219d20178,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=74 and b=70 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6099349f-fb31-4083-afb7-2bded3c3c95b,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=22 and b=91 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d79e82bd-165f-44c5-9b2c-8c8b1b09c7d7,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=48 and b=55 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3fd76838-7e50-48fa-8daf-2c0f7f16772c,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=3 and b=30 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0bd0be6a-2306-4c07-b6df-67436bbb0b63,CSE,Operating Systems,Operating Systems - Topic 1,NUM,Easy,"Given values a=38 and b=19 in Operating Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c03d17fb-6a74-4827-b91c-affb3d804379,Automobile,Automobile Applications,Automobile Applications - Topic 1,NUM,Hard,"Given values a=6 and b=39 in Automobile Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
57062328-2b8a-4a0e-a1c2-23339bf0642a,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=90 and b=48 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
